CG1_0,CG1_1,CG2_0,CG2_1,CG3_0,CG3_1,CG4_0,CG4_1,CG5_0,CG5_1,CG6_0,CG6_1,CG7_0,CG7_1,CG8_0,CG8_1,CG9_0,CG9_1,CG10_0,CG10_1,CG11_0,CG11_1
CG1_0,1,0,0.0471398305084746,0.952860169491525,0.0812533191715348,0.918746680828465,0.252291105121294,0.747708894878706,0.20123664980326,0.79876335019674,0.0852390852390852,0.914760914760915,0.0623700623700624,0.937629937629938,0.0665280665280665,0.933471933471933,0.0625,0.9375,0.1,0.9,0,1
CG1_1,0,1,0.0109765163773123,0.989023483622688,0.0408440519753709,0.959155948024629,0.113511390416339,0.886488609583661,0.127086437019245,0.872913562980755,0.0210276729167317,0.978972327083268,0.00862254796292304,0.991377452037077,0.0066711756025578,0.993328824397442,0.0136914651406067,0.986308534859393,0.090032154340836,0.909967845659164,0.0673076923076923,0.932692307692308
CG2_0,0,0,1,0,0.19690063810392,0.80309936189608,0.256744186046512,0.743255813953488,0.307008884501481,0.692991115498519,0.113970588235294,0.886029411764706,0.116788321167883,0.883211678832117,0.102189781021898,0.897810218978102,0.106617647058824,0.893382352941177,0.5,0.5,0,1
CG2_1,0,0,0,1,0.0397830802603037,0.960216919739696,0.114624641440865,0.885375358559135,0.126063766031404,0.873936233968596,0.0212155786487403,0.97878442135126,0.00849573690621194,0.991504263093788,0.00672427432605124,0.993275725673949,0.0135901029922603,0.98640989700774,0.0846394984326019,0.915360501567398,0.065625,0.934375
CG3_0,0,0,0,0,1,0,0.443519000520562,0.556480999479438,0.315094339622641,0.684905660377358,0.0714285714285714,0.928571428571429,0.0663129973474801,0.93368700265252,0.0664451827242525,0.933554817275748,0.0803750837240455,0.919624916275954,0.0526315789473684,0.947368421052632,0.0526315789473684,0.947368421052632
CG3_1,0,0,0,0,0,1,0.100778739474116,0.899221260525884,0.116870847336875,0.883129152663125,0.0197816759212519,0.980218324078748,0.00672436336467219,0.993275636635328,0.0047897486937049,0.995210251306295,0.0113983182809094,0.988601681719091,0.0932475884244373,0.906752411575563,0.0638977635782748,0.936102236421725
CG4_0,0,0,0,0,0,0,1,0,0.686052715825419,0.313947284174581,0.0567240993510853,0.943275900648915,0.029773897470338,0.970226102529662,0.0239614824767663,0.976038517523234,0.0415965915461375,0.958403408453863,0.142857142857143,0.857142857142857,0,1
CG4_1,0,0,0,0,0,0,0,1,0.0346733754342729,0.965326624565727,0.00833859759949463,0.991661402400505,0.00186389429648345,0.998136105703517,0.00136572445474486,0.998634275545255,0.00422885572139303,0.995771144278607,0.0895061728395062,0.910493827160494,0.0654205607476635,0.934579439252336
CG5_0,0,0,0,0,0,0,0,0,1,0,0.057206024595827,0.942793975404173,0.0276319425255595,0.97236805747444,0.023493642896628,0.976506357103372,0.0434541931912538,0.956545806808746,0.0645161290322581,0.935483870967742,0.166666666666667,0.833333333333333
CG5_1,0,0,0,0,0,0,0,0,0,1,0.0109598140152773,0.989040185984723,0.00363680941484145,0.996363190585159,0.00228608752449379,0.997713912475506,0.00576687116564417,0.994233128834356,0.0903426791277259,0.909657320872274,0.0584415584415584,0.941558441558442
CG6_0,0,0,0,0,0,0,0,0,0,0,1,0,0.0320460147904684,0.967953985209532,0.0780608052588332,0.921939194741167,0.0460526315789474,0.953947368421053,0.136792452830189,0.863207547169811,0.0169491525423729,0.983050847457627
CG6_1,0,0,0,0,0,0,0,0,0,0,0,1,0.0167580940088201,0.98324190599118,0.0181150077359464,0.981884992264054,0.0234570026685031,0.976542997331497,0.0745258584677082,0.925474141532292,0.0632304203732775,0.936769579626722
CG7_0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0705596107055961,0.929440389294404,0.0477941176470588,0.952205882352941,0.0340909090909091,0.965909090909091,0.0304449648711944,0.969555035128806
CG7_1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0183359207821088,0.981664079217891,0.0233168784791513,0.976683121520849,0.0786479250334672,0.921352074966533,0.0628167045255985,0.937183295474401
CG8_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0893617021276596,0.91063829787234,0.0178571428571429,0.982142857142857,0.0201342281879195,0.979865771812081
CG8_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.022540596180913,0.977459403819087,0.0801727057229936,0.919827294277006,0.0638260254596888,0.936173974540311
CG9_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0053475935828877,0.994652406417112,0.175925925925926,0.824074074074074
CG9_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0800909550277918,0.919909044972208,0.0561857029807439,0.943814297019256
CG10_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.103980503655565,0.896019496344435
CG10_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0204509322156381,0.979549067784362
CG11_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CG11_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
