,CG1_0,CG1_1,CG2_0,CG2_1,CG3_0,CG3_1,CG4_0,CG4_1,CG5_0,CG5_1,CG6_0,CG6_1,CG7_0,CG7_1,CG8_0,CG8_1,CG9_0,CG9_1,CG10_0,CG10_1,CG11_0,CG11_1
CG1_0,1,0,0.691270860077022,0.308729139922978,0.807902345004819,0.192097654995181,0.524505030834145,0.475494969165855,0.44297520661157,0.55702479338843,0.810109289617486,0.189890710382514,0.779310344827586,0.220689655172414,0.519283746556474,0.480716253443526,0.774415405777166,0.225584594222834,0.9,0.1,0.8,0.2
CG1_1,0,1,0.0247626908790755,0.975237309120924,0.133457479826195,0.866542520173805,0.217291186937408,0.782708813062592,0.113948497854077,0.886051502145923,0.206625980819529,0.793374019180471,0.111111111111111,0.888888888888889,0.139107611548556,0.860892388451444,0.185476815398075,0.814523184601925,0.8,0.2,0.666666666666667,0.333333333333333
CG2_0,0,0,1,0,0.884293884733832,0.115706115266168,0.644818423383525,0.355181576616475,0.520288548241659,0.479711451758341,0.868092691622103,0.131907308377897,0.83273381294964,0.16726618705036,0.608617594254937,0.391382405745063,0.852517985611511,0.147482014388489,0.875,0.125,0.75,0.25
CG2_1,0,0,0,1,0.203449489616332,0.796550510383668,0.214655018719914,0.785344981280086,0.132030679327977,0.867969320672023,0.26224566691786,0.73775433308214,0.177138531415594,0.822861468584406,0.152157456472369,0.847842543527631,0.230885692657078,0.769114307342922,0.823529411764706,0.176470588235294,0.705882352941177,0.294117647058824
CG3_0,0,0,0,0,1,0,0.578963992419457,0.421036007580543,0.477824538685659,0.522175461314341,0.794536817102138,0.205463182897862,0.735645933014354,0.264354066985646,0.519713261648746,0.480286738351254,0.78562874251497,0.21437125748503,0.923076923076923,0.0769230769230769,0.846153846153846,0.153846153846154
CG3_1,0,0,0,0,0,1,0.178466076696165,0.821533923303835,0.0895201205078545,0.910479879492145,0.182488479262673,0.817511520737327,0.101019462465246,0.898980537534754,0.111111111111111,0.888888888888889,0.139685476410731,0.860314523589269,0.75,0.25,0.583333333333333,0.416666666666667
CG4_0,0,0,0,0,0,0,1,0,0.537307380373074,0.462692619626926,0.506181318681319,0.493818681318681,0.432209222298692,0.567790777701308,0.331499312242091,0.668500687757909,0.481761871988988,0.518238128011012,0.888888888888889,0.111111111111111,0.777777777777778,0.222222222222222
CG4_1,0,0,0,0,0,0,0,1,0.106118546845124,0.893881453154876,0.282608695652174,0.717391304347826,0.212345679012346,0.787654320987654,0.16256157635468,0.83743842364532,0.239506172839506,0.760493827160494,0.8125,0.1875,0.6875,0.3125
CG5_0,0,0,0,0,0,0,0,0,1,0,0.651069518716578,0.348930481283422,0.599732262382865,0.400267737617135,0.449197860962567,0.550802139037433,0.624833110814419,0.375166889185581,0.736842105263158,0.263157894736842,0.857142857142857,0.142857142857143
CG5_1,0,0,0,0,0,0,0,0,0,1,0.319875776397516,0.680124223602484,0.23455497382199,0.76544502617801,0.187238493723849,0.812761506276151,0.287211740041929,0.712788259958071,0.714285714285714,0.285714285714286,0.666666666666667,0.333333333333333
CG6_0,0,0,0,0,0,0,0,0,0,0,1,0,0.830488750969744,0.169511249030256,0.580519984478075,0.419480015521925,0.868502715283165,0.131497284716835,0.9355888093689,0.0644111906310995,0.87431693989071,0.12568306010929
CG6_1,0,0,0,0,0,0,0,0,0,0,0,1,0.0475718533201189,0.952428146679881,0.0844091360476663,0.915590863952334,0.0938430983118173,0.906156901688183,0.435806831566549,0.564193168433451,0.309701492537313,0.690298507462687
CG7_0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.645637583892617,0.354362416107383,0.943649373881932,0.056350626118068,0.981440237564959,0.0185597624350408,0.928682170542636,0.0713178294573643
CG7_1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0950360627916843,0.904963937208316,0.135284139100933,0.864715860899067,0.467757459095284,0.532242540904716,0.338775510204082,0.661224489795918
CG8_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.910724985020971,0.0892750149790294,0.975733063700708,0.0242669362992922,0.946751863684771,0.053248136315229
CG8_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.310746064339493,0.689253935660507,0.604301075268817,0.395698924731183,0.478915662650602,0.521084337349398
CG9_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.966230186078566,0.0337698139214335,0.923576063446287,0.076423936553713
CG9_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.438225976768743,0.561774023231257,0.285234899328859,0.714765100671141
CG10_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.845759368836292,0.154240631163708
CG10_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.155102040816327,0.844897959183673
CG11_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CG11_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
